date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:16	173/173	---M--	200	added ('OK')	text/plain	etag:%22e935427b712d81:0%22	https://www.victoriavr.com/robots.txt		(from )
13:15:22	72701/72701	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Mar%202022%2006:15:21%20GMT	https://www.victoriavr.com/	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/index.html	(from )
13:15:23	18461/18461	---M--	200	added ('OK')	image/png	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/favicons/apple-touch-icon.png	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/favicons/apple-touch-icon.png	(from https://www.victoriavr.com/)
13:15:24	2056/2056	---M--	200	added ('OK')	image/png	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/favicons/favicon-32x32.png	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/favicons/favicon-32x32.png	(from https://www.victoriavr.com/)
13:15:25	1420/1420	---M--	200	added ('OK')	image/png	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/favicons/favicon-16x16.png	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/favicons/favicon-16x16.png	(from https://www.victoriavr.com/)
13:15:26	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Mar%202022%2006:15:25%20GMT	https://www.victoriavr.com/wp-content/themes/victoriavr/favicons/site.webmanifest	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/favicons/site.3.delayed	(from https://www.victoriavr.com/)
13:15:28	15026/15026	---M--	200	added ('OK')	image/svg+xml	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/favicons/safari-pinned-tab.svg	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/favicons/safari-pinned-tab.svg	(from https://www.victoriavr.com/)
13:15:29	24556/24556	---M--	200	added ('OK')	application/font-woff2	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/fonts/TacticSansExtExd-Bld.woff2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/fonts/TacticSansExtExd-Bld.woff2	(from https://www.victoriavr.com/)
13:15:30	23812/23812	---M--	200	added ('OK')	application/font-woff2	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/fonts/TacticSansExtExd-Ult.woff2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/fonts/TacticSansExtExd-Ult.woff2	(from https://www.victoriavr.com/)
13:15:31	37924/37924	---M--	200	added ('OK')	application/font-woff2	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/fonts/UniviaPro-Regular.woff2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/fonts/UniviaPro-Regular.woff2	(from https://www.victoriavr.com/)
13:15:32	38400/38400	---M--	200	added ('OK')	application/font-woff2	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/fonts/UniviaPro-Medium.woff2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/fonts/UniviaPro-Medium.woff2	(from https://www.victoriavr.com/)
13:15:33	38340/38340	---M--	200	added ('OK')	application/font-woff2	etag:%2280bf86d5930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/fonts/UniviaPro-Bold.woff2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/fonts/UniviaPro-Bold.woff2	(from https://www.victoriavr.com/)
13:15:34	79227/79227	---M-Z	200	added ('OK')	text/css	etag:%22bdc57bd49a12d81:0%22	https://www.victoriavr.com/wp-includes/css/dist/block-library/style.min.css?ver=5.9	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-includes/css/dist/block-library/style.min271b.css	(from https://www.victoriavr.com/)
13:15:35	2731/2731	---M-Z	200	added ('OK')	text/css	etag:%22bc49e8279712d81:0%22	https://www.victoriavr.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.4	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/plugins/contact-form-7/includes/css/styles7e15.css	(from https://www.victoriavr.com/)
13:15:36	151/151	---M-Z	200	added ('OK')	text/css	etag:%2280a6f4b2930d81:0%22	https://www.victoriavr.com/wp-content/plugins/lazysizes/css/build/lazysizes.fadein.min.css?ver=5.2.2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/plugins/lazysizes/css/build/lazysizes.fadein.minbb49.css	(from https://www.victoriavr.com/)
13:15:37	477/477	---M-Z	200	added ('OK')	text/css	etag:%2280f5eb99930d81:0%22	https://www.victoriavr.com/wp-content/plugins/wp-mailto-links/core/includes/assets/css/style.css?ver=220103-111815	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/plugins/wp-mailto-links/core/includes/assets/css/style3084.css	(from https://www.victoriavr.com/)
13:15:39	85192/85192	---M-Z	200	added ('OK')	text/css	etag:%2262f53eb558dd81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/css/style.css?ver=3.0.11	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/css/style9b4a.css	(from https://www.victoriavr.com/)
13:15:39	1713/1713	---M-Z	200	added ('OK')	text/css	etag:%22029eed4930d81:0%22	https://www.victoriavr.com/wp-content/themes/victoriavr/css/slick.css?ver=1.8.0	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/themes/victoriavr/css/slickee8b.css	(from https://www.victoriavr.com/)
13:15:40	10700/10700	---M-Z	200	added ('OK')	application/x-javascript	etag:%228079c3b1930d81:0%22	https://www.victoriavr.com/wp-content/plugins/lazysizes/js/build/lazysizes.unveilhooks-fullnative.min.js?ver=5.2.2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-content/plugins/lazysizes/js/build/lazysizes.unveilhooks-fullnative.minbb49.js	(from https://www.victoriavr.com/)
13:15:42	89521/89521	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fd3a14cc9a12d81:0%22	https://www.victoriavr.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://www.victoriavr.com/)
13:15:44	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d0aaadcb9a12d81:0%22	https://www.victoriavr.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/TOSHIBA/Downloads/NFT/ggwp/www.victoriavr.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://www.victoriavr.com/)
